 ,Area1,Mean1,StdDev1,Min1,Max1,IntDen1,RawIntDen1,Area2,Mean2,StdDev2,Min2,Max2,IntDen2,RawIntDen2,Area3,Mean3,StdDev3,Min3,Max3,IntDen3,RawIntDen3,Area4,Mean4,StdDev4,Min4,Max4,IntDen4,RawIntDen4,Area5,Mean5,StdDev5,Min5,Max5,IntDen5,RawIntDen5,Area6,Mean6,StdDev6,Min6,Max6,IntDen6,RawIntDen6,Area7,Mean7,StdDev7,Min7,Max7,IntDen7,RawIntDen7,Area8,Mean8,StdDev8,Min8,Max8,IntDen8,RawIntDen8,Area9,Mean9,StdDev9,Min9,Max9,IntDen9,RawIntDen9,Area10,Mean10,StdDev10,Min10,Max10,IntDen10,RawIntDen10,Area11,Mean11,StdDev11,Min11,Max11,IntDen11,RawIntDen11,Area12,Mean12,StdDev12,Min12,Max12,IntDen12,RawIntDen12,Area13,Mean13,StdDev13,Min13,Max13,IntDen13,RawIntDen13,Area14,Mean14,StdDev14,Min14,Max14,IntDen14,RawIntDen14,Area15,Mean15,StdDev15,Min15,Max15,IntDen15,RawIntDen15,Area16,Mean16,StdDev16,Min16,Max16,IntDen16,RawIntDen16
11,401.087,90.765,19.197,23,155,36404.785,106014,400.400,126.475,28.885,39,246,50640.609,147470,548.403,115.758,29.333,24,224,63481.902,184865,500.328,115.543,23.537,49,205,57809.344,168346,597.852,117.271,35.831,33,255,70110.820,204169,597.852,201.625,124.748,32,607,120541.953,351029,597.852,170.698,70.785,42,325,102052.484,297186,730.747,106.956,21.007,50,177,78157.961,227603,879.437,192.425,107.718,37,523,169225.547,492800,434.053,118.415,21.814,54,188,51398.141,149676,787.064,101.673,20.775,19,179,80023.289,233035,434.053,99.801,20.749,42,184,43318.719,126148,848.875,209.451,97.419,50,479,177798.094,517764,372.241,154.136,38.396,51,262,57375.633,167083,548.403,98.523,20.179,29,178,54030.270,157341,597.852,106.561,24.849,43,209,63707.512,185522
12,401.087,88.227,18.946,23,147,35386.613,103049,400.400,123.335,28.510,40,235,49383.434,143809,548.403,113.666,29.227,30,208,62334.617,181524,500.328,115.643,23.883,42,203,57859.480,168492,597.852,119.179,36.294,36,255,71251.234,207490,597.852,201.662,126.046,41,589,120563.930,351093,597.852,172.771,71.492,22,342,103291.797,300795,730.747,108.003,20.982,29,195,78923.047,229831,879.437,192.429,107.243,29,517,169229.328,492811,434.053,117.603,23.170,48,203,51045.816,148650,787.064,100.252,20.814,37,171,78904.500,229777,434.053,98.661,20.641,36,173,42824.227,124708,848.875,211.401,97.032,48,517,179452.906,522583,372.241,155.477,38.755,53,277,57874.934,168537,548.403,96.991,19.715,37,165,53189.980,154894,597.852,105.379,24.733,20,196,63000.805,183464
13,401.087,90.080,19.735,35,151,36129.723,105213,400.400,124.863,29.246,36,215,49995.023,145590,548.403,114.108,29.014,32,220,62577.055,182230,500.328,115.148,22.315,48,195,57611.547,167770,597.852,118.142,36.696,30,260,70631.750,205686,597.852,200.725,126.063,35,623,120004.195,349463,597.852,169.956,70.151,34,340,101608.469,295893,730.747,105.663,21.007,39,186,77212.938,224851,879.437,192.020,107.185,46,517,168869.453,491763,434.053,115.125,23.099,49,187,49970.301,145518,787.064,99.476,20.488,31,184,78293.602,227998,434.053,96.074,20.506,33,171,41701.324,121438,848.875,208.681,97.127,29,516,177144.266,515860,372.241,155.391,38.025,71,262,57842.996,168444,548.403,99.387,20.361,14,176,54504.156,158721,597.852,104.094,24.595,39,189,62232.969,181228
14,401.087,90.070,18.775,31,166,36125.945,105202,400.400,123.162,27.899,46,225,49314.070,143607,548.403,116.584,29.363,39,212,63935.184,186185,500.328,117.788,23.856,37,197,58932.590,171617,597.852,117.481,36.558,34,252,70236.500,204535,597.852,199.309,125.287,49,583,119157.383,346997,597.852,168.551,68.988,32,336,100768.523,293447,730.747,105.435,20.584,42,181,77046.047,224365,879.437,195.084,108.877,39,498,171563.734,499609,434.053,118.176,22.532,53,192,51294.434,149374,787.064,101.549,20.788,38,178,79925.766,232751,434.053,99.051,19.939,44,187,42993.180,125200,848.875,212.957,97.864,56,505,180773.609,526429,372.241,156.043,38.703,58,264,58085.777,169151,548.403,98.365,19.969,37,171,53943.734,157089,597.852,104.355,24.279,35,185,62388.871,181682
15,401.087,89.848,19.350,26,166,36036.664,104942,400.400,122.173,28.623,38,224,48918.133,142454,548.403,114.464,28.391,33,226,62772.445,182799,500.328,113.561,23.037,45,196,56817.617,165458,597.852,117.217,36.780,43,271,70078.539,204075,597.852,200.871,126.001,43,583,120091.422,349717,597.852,171.692,71.840,23,343,102646.562,298916,730.747,107.096,20.738,28,186,78259.945,227900,879.437,193.712,107.917,40,511,170357.375,496096,434.053,119.416,23.746,33,206,51832.879,150942,787.064,101.705,20.288,35,180,80048.352,233108,434.053,99.176,19.810,20,174,43047.438,125358,848.875,210.528,97.763,57,512,178712.203,520426,372.241,157.835,39.313,60,289,58752.652,171093,548.403,99.223,20.274,30,173,54414.188,158459,597.852,105.056,23.977,35,212,62808.160,182903
16,401.087,91.134,18.118,37,143,36552.445,106444,400.400,123.173,28.297,49,242,49318.535,143620,548.403,115.897,29.064,46,221,63558.137,185087,500.328,115.717,23.975,42,194,57896.566,168600,597.852,117.844,36.334,35,246,70453.188,205166,597.852,200.912,126.314,44,611,120115.797,349788,597.852,170.521,70.068,34,342,101946.375,296877,730.747,106.917,21.233,32,174,78129.461,227520,879.437,193.755,107.903,44,519,170395.156,496206,434.053,118.127,22.783,45,197,51273.488,149313,787.064,102.532,21.252,31,170,80699.094,235003,434.053,99.590,20.673,31,170,43227.375,125882,848.875,210.247,97.256,48,505,178473.203,519730,372.241,155.924,39.532,44,282,58041.480,169022,548.403,99.954,19.936,40,164,54814.930,159626,597.852,102.757,23.885,40,175,61433.543,178900
17,401.087,91.031,18.770,32,163,36511.234,106324,400.400,126.222,29.156,38,214,50539.305,147175,548.403,114.768,28.963,37,223,62938.992,183284,500.328,114.547,23.913,30,204,57311.074,166895,597.852,115.861,35.841,41,249,69267.781,201714,597.852,200.123,123.795,36,585,119643.977,348414,597.852,169.107,70.720,42,341,101100.930,294415,730.747,104.674,20.707,30,177,76490.430,222747,879.437,191.553,107.666,36,505,168458.750,490567,434.053,116.222,23.198,45,194,50446.590,146905,787.064,99.679,21.285,33,185,78453.969,228465,434.053,96.932,20.260,22,158,42073.566,122522,848.875,210.101,96.528,37,465,178349.234,519369,372.241,155.934,39.129,65,270,58044.914,169032,548.403,101.237,19.621,30,170,55518.891,161676,597.852,105.263,24.778,27,191,62931.781,183263
18,401.087,90.312,18.918,33,150,36222.785,105484,400.400,124.582,29.764,35,223,49882.734,145263,548.403,115.105,29.699,25,215,63124.082,183823,500.328,114.788,23.730,43,190,57431.605,167246,597.852,119.031,36.170,32,236,71162.984,207233,597.852,201.646,125.201,38,593,120554.320,351065,597.852,170.644,68.867,35,322,102020.203,297092,730.747,106.393,21.107,32,184,77746.570,226405,879.437,192.261,107.254,28,520,169081.328,492380,434.053,116.714,23.036,46,199,50659.840,147526,787.064,101.110,20.779,33,169,79580.305,231745,434.053,97.691,19.981,43,160,42403.227,123482,848.875,208.744,96.555,42,506,177197.141,516014,372.241,155.081,37.802,70,274,57727.613,168108,548.403,99.299,19.778,32,162,54456.082,158581,597.852,104.430,24.581,21,192,62433.855,181813
19,401.087,90.031,19.050,25,148,36110.148,105156,400.400,123.167,28.694,42,213,49316.129,143613,548.403,114.610,29.345,25,219,62852.457,183032,500.328,114.751,23.036,49,192,57413.062,167192,597.852,115.809,36.687,32,239,69236.875,201624,597.852,198.379,124.025,43,571,118601.422,345378,597.852,169.628,71.492,36,324,101412.391,295322,730.747,105.347,20.997,32,178,76981.828,224178,879.437,189.575,107.334,39,537,166719.438,485502,434.053,115.290,22.968,43,195,50042.070,145727,787.064,100.675,21.235,33,182,79237.594,230747,434.053,98.618,20.197,38,167,42805.340,124653,848.875,210.423,96.575,53,502,178622.578,520165,372.241,150.696,36.893,60,263,56095.453,163355,548.403,97.830,19.444,32,178,53650.473,156235,597.852,105.225,24.536,36,201,62908.773,183196
20,401.087,90.051,18.590,26,144,36118.047,105179,400.400,122.693,27.522,46,212,49126.230,143060,548.403,115.691,29.164,40,216,63445.500,184759,500.328,115.957,24.140,43,201,58016.754,168950,597.852,118.474,35.745,41,242,70829.891,206263,597.852,202.260,126.273,38,581,120921.750,352135,597.852,171.183,70.513,35,331,102341.969,298029,730.747,106.927,20.524,42,188,78136.328,227540,879.437,192.408,106.465,37,506,169211.125,492758,434.053,118.830,22.787,43,189,51578.422,150201,787.064,102.807,20.485,35,186,80915.430,235633,434.053,99.638,20.680,30,162,43247.980,125942,848.875,210.399,97.145,51,481,178602.656,520107,372.241,155.066,36.759,56,262,57722.121,168092,548.403,98.271,19.531,37,156,53891.883,156938,597.852,105.574,24.553,32,193,63117.559,183804
21,401.087,90.695,19.053,35,142,36376.625,105932,400.400,125.337,27.807,40,216,50184.922,146143,548.403,114.621,29.449,43,216,62858.293,183049,500.328,117.066,23.550,50,207,58571.340,170565,597.852,118.571,36.594,44,275,70887.922,206432,597.852,200.780,124.612,44,567,120036.820,349558,597.852,169.851,69.826,40,322,101545.977,295711,730.747,104.792,21.173,24,185,76576.625,222998,879.437,193.112,107.726,36,584,169829.578,494559,434.053,115.964,23.554,32,194,50334.641,146579,787.064,99.081,20.573,38,167,77983.172,227094,434.053,95.945,19.864,28,157,41645.352,121275,848.875,207.134,95.068,52,474,175830.766,512035,372.241,155.028,37.832,69,268,57707.699,168050,548.403,99.766,19.700,31,163,54712.254,159327,597.852,105.271,23.879,40,207,62936.590,183277
22,401.087,90.043,18.877,32,156,36114.957,105170,400.400,122.662,28.636,45,208,49113.871,143024,548.403,113.813,28.834,39,216,62415.312,181759,500.328,115.164,23.137,37,192,57619.789,167794,597.852,117.141,37.348,43,253,70033.211,203943,597.852,199.617,125.048,48,577,119341.789,347534,597.852,170.796,69.994,25,347,102110.859,297356,730.747,106.633,21.096,41,181,77922.047,226916,879.437,190.875,107.495,29,521,167862.266,488830,434.053,116.562,22.188,51,187,50594.250,147335,787.064,100.346,20.775,31,179,78978.680,229993,434.053,99.774,20.033,40,191,43307.043,126114,848.875,209.188,96.066,49,495,177574.188,517112,372.241,154.233,37.994,56,258,57412.035,167189,548.403,99.478,19.426,37,166,54553.949,158866,597.852,104.776,24.189,35,179,62640.582,182415
23,401.087,88.483,18.586,2,143,35489.289,103348,400.400,124.617,28.687,48,213,49896.469,145303,548.403,113.420,28.719,41,215,62200.004,181132,500.328,114.451,23.540,46,210,57263.000,166755,597.852,117.001,35.861,39,242,69949.422,203699,597.852,200.620,126.032,38,568,119941.352,349280,597.852,169.774,70.798,22,348,101499.617,295576,730.747,106.547,20.518,40,197,77858.859,226732,879.437,192.061,107.186,37,517,168905.844,491869,434.053,118.037,22.118,43,199,51234.340,149199,787.064,102.649,20.833,37,184,80791.117,235271,434.053,99.875,20.449,33,181,43350.996,126242,848.875,211.910,96.882,58,485,179885.250,523842,372.241,154.619,37.791,61,263,57555.574,167607,548.403,98.842,19.759,34,173,54205.059,157850,597.852,103.315,25.265,29,201,61767.324,179872
24,401.087,89.888,18.816,25,181,36052.801,104989,400.400,124.250,28.114,50,214,49749.840,144876,548.403,115.270,29.008,35,223,63214.395,184086,500.328,114.437,22.858,47,190,57256.133,166735,597.852,119.072,37.822,32,258,71187.711,207305,597.852,201.320,125.457,45,593,120359.609,350498,597.852,171.302,69.293,23,332,102413.391,298237,730.747,106.401,21.433,24,183,77752.062,226421,879.437,192.472,106.856,37,499,169267.094,492921,434.053,117.126,22.636,47,204,50838.746,148047,787.064,100.047,20.538,33,162,78743.453,229308,434.053,98.455,20.324,16,171,42734.602,124447,848.875,210.034,96.355,23,483,178292.922,519205,372.241,153.838,38.447,64,294,57264.719,166760,548.403,98.076,19.677,37,177,53785.430,156628,597.852,104.702,23.878,40,191,62596.625,182287
25,401.087,91.301,19.217,34,170,36619.406,106639,400.400,125.414,29.112,44,233,50215.828,146233,548.403,116.211,29.326,44,213,63730.520,185589,500.328,115.824,24.488,30,192,57950.137,168756,597.852,115.852,36.126,33,233,69262.289,201698,597.852,197.672,124.210,36,579,118178.703,344147,597.852,168.038,69.934,31,349,100461.875,292554,730.747,103.927,20.272,40,183,75944.430,221157,879.437,191.038,107.442,37,520,168006.156,489249,434.053,117.632,22.690,54,192,51058.520,148687,787.064,101.570,21.158,31,181,79942.242,232799,434.053,99.576,20.262,42,178,43221.195,125864,848.875,209.221,95.773,46,494,177602.688,517195,372.241,153.508,37.006,60,264,57142.125,166403,548.403,98.488,20.033,41,191,54011.383,157286,597.852,105.762,23.965,46,185,63230.191,184132
26,401.087,90.721,18.911,31,161,36386.926,105962,400.400,123.598,28.878,52,212,49488.516,144115,548.403,113.943,29.065,37,214,62486.738,181967,500.328,118.012,24.013,48,195,59044.539,171943,597.852,120.672,35.730,44,257,72144.062,210090,597.852,203.608,125.598,49,586,121727.359,354481,597.852,172.955,69.975,48,343,103401.688,301115,730.747,107.872,21.450,38,183,78827.242,229552,879.437,190.552,107.091,48,482,167578.281,488003,434.053,115.993,22.605,37,184,50347.004,146615,787.064,100.874,21.040,35,171,79394.531,231204,434.053,99.958,20.493,28,172,43387.055,126347,848.875,210.630,96.758,35,506,178798.406,520677,372.241,153.322,37.430,59,273,57072.758,166201,548.403,96.786,20.099,33,167,53077.691,154567,597.852,105.215,24.714,42,195,62902.938,183179
27,401.087,88.751,18.534,29,154,35596.773,103661,400.400,122.196,28.829,38,220,48927.406,142481,548.403,114.357,29.473,35,208,62713.727,182628,500.328,114.626,24.433,31,187,57350.566,167010,597.852,119.175,35.428,37,257,71249.172,207484,597.852,200.981,125.362,40,588,120157.008,349908,597.852,170.396,70.043,47,337,101871.516,296659,730.747,106.185,21.289,30,177,77594.445,225962,879.437,191.198,107.236,33,497,168146.594,489658,434.053,114.994,22.634,48,180,49913.297,145352,787.064,99.207,21.118,31,181,78082.070,227382,434.053,98.281,20.175,34,166,42659.055,124227,848.875,208.711,96.750,49,502,177169.672,515934,372.241,154.385,37.117,63,277,57468.352,167353,548.403,98.478,19.248,38,165,54005.891,157270,597.852,104.914,23.868,32,190,62723.340,182656
28,401.087,89.814,18.567,27,158,36023.270,104903,400.400,124.170,28.488,45,210,49717.559,144782,548.403,114.658,29.374,38,210,62878.898,183109,500.328,113.811,23.055,43,188,56942.953,165823,597.852,116.589,36.076,29,240,69702.867,202981,597.852,199.142,124.670,43,569,119057.797,346707,597.852,169.414,71.090,28,332,101284.305,294949,730.747,107.271,20.376,45,177,78387.695,228272,879.437,192.605,107.695,42,562,169383.859,493261,434.053,114.247,21.928,35,182,49589.129,144408,787.064,98.469,20.469,28,165,77501.727,225692,434.053,97.225,20.186,37,163,42200.965,122893,848.875,209.298,96.665,37,526,177667.594,517384,372.241,154.272,38.125,59,283,57426.457,167231,548.403,99.890,19.797,29,170,54780.246,159525,597.852,105.005,24.714,31,188,62777.254,182813
29,401.087,89.926,19.076,35,162,36068.254,105034,400.400,124.763,29.808,18,217,49955.191,145474,548.403,114.700,28.344,32,211,62901.906,183176,500.328,113.760,23.214,39,194,56917.199,165748,597.852,119.100,36.258,47,267,71204.188,207353,597.852,201.445,125.428,39,578,120434.125,350715,597.852,170.748,70.126,27,348,102082.359,297273,730.747,106.376,21.010,40,178,77734.211,226369,879.437,193.748,108.060,38,534,170388.969,496188,434.053,117.347,23.455,44,189,50934.898,148327,787.064,99.865,21.207,29,175,78600.250,228891,434.053,96.276,20.224,38,164,41788.891,121693,848.875,207.886,95.294,49,476,176469.484,513895,372.241,155.594,36.796,62,295,57918.543,168664,548.403,99.098,20.173,34,170,54345.508,158259,597.852,106.018,24.849,44,192,63383.004,184577
30,401.087,90.746,18.878,27,150,36396.887,105991,400.400,123.714,28.654,48,207,49535.215,144251,548.403,115.625,29.381,39,213,63409.102,184653,500.328,115.129,23.449,39,200,57602.273,167743,597.852,119.790,36.699,10,245,71616.609,208554,597.852,202.311,124.741,41,565,120951.969,352223,597.852,171.266,69.984,30,326,102391.758,298174,730.747,106.734,20.825,38,179,77995.188,227129,879.437,192.758,107.132,33,527,169518.125,493652,434.053,116.316,21.844,31,177,50487.109,147023,787.064,100.172,20.847,35,169,78842.008,229595,434.053,98.129,20.500,39,167,42593.121,124035,848.875,209.551,96.330,44,484,177882.562,518010,372.241,153.227,38.533,41,274,57037.391,166098,548.403,99.057,19.757,33,170,54323.188,158194,597.852,102.138,23.622,28,182,61063.707,177823
31,401.087,90.335,19.553,31,145,36232.055,105511,400.400,126.863,30.146,36,218,50795.824,147922,548.403,114.585,28.639,45,219,62838.723,182992,500.328,113.823,23.866,42,193,56948.793,165840,597.852,116.827,36.159,41,270,69845.031,203395,597.852,199.796,123.985,47,603,119448.234,347844,597.852,170.438,71.372,37,370,101896.922,296733,730.747,106.670,21.123,37,182,77948.484,226993,879.437,192.477,107.922,40,504,169271.219,492933,434.053,116.926,22.576,52,190,50752.211,147795,787.064,101.476,21.096,38,174,79868.070,232583,434.053,98.646,20.395,46,159,42817.359,124688,848.875,207.801,96.025,43,467,176396.688,513683,372.241,152.501,37.403,62,277,56767.137,165311,548.403,98.197,19.479,28,159,53851.703,156821,597.852,104.502,24.716,35,189,62476.781,181938
32,401.087,91.209,20.576,26,161,36582.664,106532,400.400,125.193,29.806,37,210,50127.230,145975,548.403,115.064,28.862,49,221,63101.418,183757,500.328,116.664,22.774,46,190,58370.453,169980,597.852,118.762,35.706,44,235,71001.930,206764,597.852,201.254,124.393,38,569,120320.461,350384,597.852,170.959,70.135,42,333,102208.039,297639,730.747,107.757,21.280,42,187,78743.109,229307,879.437,192.694,108.404,40,513,169462.484,493490,434.053,116.900,22.257,57,191,50740.535,147761,787.064,101.221,20.509,31,167,79667.188,231998,434.053,99.446,20.193,37,163,43164.879,125700,848.875,210.324,96.150,49,495,178539.141,519922,372.241,156.018,38.300,59,262,58076.504,169124,548.403,98.030,20.104,34,167,53760.016,156554,597.852,104.995,24.733,32,201,62771.414,182796
33,401.087,90.366,20.150,32,161,36244.762,105548,400.400,126.247,29.352,45,218,50549.266,147204,548.403,114.437,29.791,39,219,62757.680,182756,500.328,115.752,23.984,38,203,57913.734,168650,597.852,117.677,35.699,29,245,70353.258,204875,597.852,200.677,125.980,45,582,119975.352,349379,597.852,170.034,70.428,39,320,101655.516,296030,730.747,106.665,21.145,27,214,77945.055,226983,879.437,191.347,107.499,43,526,168277.438,490039,434.053,116.241,22.707,47,191,50454.488,146928,787.064,100.452,20.723,35,173,79061.781,230235,434.053,97.827,20.626,32,180,42461.945,123653,848.875,209.213,96.507,32,466,177595.484,517174,372.241,152.803,37.073,43,266,56879.426,165638,548.403,98.093,20.486,31,171,53794.699,156655,597.852,106.195,24.391,40,197,63489.113,184886
